EventID,ParticleType,MomentumMag,Theta,Phi,Beta,Gamma,TotalEnergy,PositionX,PositionY,PositionZ,EnergyDeposited,dEdx,TrackLength,TOF
1,proton,99965.5,0.000128016,-0.217956,0.999956,106.547,99969.9,0.00955938,-0.0041864,489.844,19.4049,0.363575,53.3726,4.9698
1,proton,99945.2,0.00022369,0.337184,0.999956,106.525,99949.6,0.0148493,-0.00535798,532.168,16.7769,0.396397,42.3234,5.11099
1,proton,99933.3,0.000154589,0.0887228,0.999956,106.513,99937.7,0.0217261,-0.00294716,564.745,10.7864,0.331104,32.5772,5.21966
1,proton,99920.9,0.000178599,0.130103,0.999956,106.499,99925.3,0.0271547,-0.00246425,600,12.3961,0.351611,35.2552,5.33726
1,e-,0.840112,2.52517,-2.83023,0.854367,1.9243,0.983315,0.410216,-0.53363,565.418,0.598009,0.33418,1.78948,5.22297
1,e-,0,0,0,0,1,0.510999,0.240727,-0.588177,565.166,0.472316,0.539382,0.875662,5.22418
1,e-,0,0,0,0,1,0.510999,0.240727,-0.588177,565.166,0,0,0,5.22418
1,e-,2.75222,0.343087,-0.377289,0.983197,5.47802,2.79926,0.825833,1.08229,534.674,1.20084,0.349124,3.43957,5.12057
1,e-,1.43951,1.34689,-2.94121,0.942385,2.98927,1.52752,1.45211,0.834114,536.56,1.27174,0.473624,2.68514,5.12736
1,e-,0.328844,1.3934,-2.34089,0.541159,1.18917,0.607666,0.606205,0.662305,536.756,0.919849,0.529124,1.73844,5.1305
1,e-,0,0,0,0,1,0.510999,0.589837,0.645429,536.76,0.0966672,1.30549,0.0740466,5.13065
1,e-,0,0,0,0,1,0.510999,0.589837,0.645429,536.76,0,0,0,5.13065
1,e-,0.641092,0.796593,2.06779,0.781983,1.60436,0.819829,0.585259,0.465454,490.66,0.923738,0.478232,1.93157,4.97365
1,e-,0,0,0,0,1,0.510999,0.530329,0.566726,490.773,0.30883,0.651449,0.474066,4.97434
1,e-,0,0,0,0,1,0.510999,0.530329,0.566726,490.773,0,0,0,4.97434
1,e-,0.128005,1.5965,-0.661751,0.242992,1.0309,0.526788,-0.129867,-0.356526,436.775,0.63071,0.496131,1.27126,4.79357
1,e-,0,0,0,0,1,0.510999,-0.129088,-0.357132,436.775,0.0157887,4.82548,0.00327195,4.79359
1,e-,0,0,0,0,1,0.510999,-0.129088,-0.357132,436.775,0,0,0,4.79359
1,e-,0.300689,1.57992,2.13942,0.507147,1.16028,0.592903,-0.158276,0.295236,430.337,0.500416,0.436151,1.14735,4.77204
1,e-,0,0,0,0,1,0.510999,-0.167941,0.310361,430.337,0.081904,1.46332,0.0559713,4.77216
1,e-,0,0,0,0,1,0.510999,-0.167941,0.310361,430.337,0,0,0,4.77216
2,proton,99996.3,3.35995e-05,0.487338,0.999956,106.58,100001,0.00433398,-0.00809147,403.099,0.950354,0.306688,3.09876,4.68044
2,proton,99981.4,5.57449e-05,-0.469207,0.999956,106.564,99985.8,0.00542575,-0.00751286,439.874,14.1633,0.385135,36.7749,4.80311
2,proton,99972.7,0.000208821,0.448706,0.999956,106.554,99977.1,0.00643288,-0.00802344,460.13,7.27546,0.359178,20.2559,4.87068
2,proton,99945.8,0.000121381,0.804091,0.999956,106.526,99950.2,0.0178925,-0.0025061,521.036,23.1884,0.380719,60.9069,5.07385
2,proton,99941,0.000106095,0.880162,0.999956,106.521,99945.4,0.0187382,-0.00162816,531.079,3.81476,0.379846,10.0429,5.10736
